ticket_id,industry,category,priority,sentiment,title,description,created_date,channel,resolution_time_hours
TKT-020510,E-Commerce / Retail,delivery,high,negative,Damaged item in order ORD-7151958,"Hi there,

The item in order ORD-7151958 arrived with a broken outer box. Product inside is unusable. I have photos.

Thanks,",2025-08-16,chat,4
TKT-020513,E-Commerce / Retail,delivery,medium,negative,Order ORD-8554881 not delivered on time,Order ORD-8554881 was due 2026-02-10. It is now 3 days late. DHL tracking 1Z1697384622 shows no updates.,2025-02-16,web,24
TKT-020514,E-Commerce / Retail,account,low,neutral,Password reset email not arriving,"Hello,

Clicked 'Forgot Password' 5 times. No reset email arrives. Checked spam.

Looking forward to your response.",2025-12-06,web,72
TKT-020515,E-Commerce / Retail,billing,low,positive,Double charge on order ORD-3696585,"I was charged twice for order ORD-3696585. Both $665 charges appeared on my debit card on 2026-02-08. Please refund the duplicate.

Please help ASAP.",2025-10-12,web,168
TKT-020518,E-Commerce / Retail,billing,low,negative,Partial refund for order ORD-2884667 is short,"Good morning,

I returned 3 items from order ORD-2884667 worth $554. The refund I got was only $25. I'm owed $529 more. Please fix this as soon as possible.",2025-05-21,web,24
TKT-020519,E-Commerce / Retail,billing,medium,negative,Tax charged on tax-exempt account — order ORD-3280950,My tax exemption certificate is on file but order ORD-3280950 still shows $16 in sales tax. Please reverse.,2025-09-24,chat,24
TKT-020521,E-Commerce / Retail,delivery,medium,negative,Paid for express shipping on ORD-3696865 but standard used,"Hi there,

I paid $15 for next-day shipping on order ORD-3696865 but it arrived 6 days late. This is very urgent.",2025-11-03,email,24
TKT-020523,E-Commerce / Retail,technical,low,neutral,Search returns zero results for existing products,"Hey,

Searching 'wireless headphones' returns nothing, yet these products appear on the homepage.",2025-10-22,mobile,168
TKT-020524,E-Commerce / Retail,delivery,high,negative,Package ORD-5188637 marked delivered but missing,"Hi there,

USPS shows order ORD-5188637 delivered 2026-02-10 but nothing is at my door or with neighbours. Tracking: 1Z2869048835. 

Best,",2025-02-24,mobile,8
TKT-020526,E-Commerce / Retail,billing,high,neutral,Refund for order ORD-9247788 not received after 21 days,"Hi there,

I can't believe that i cancelled order ORD-9247788 on 2026-01-25. The $568 refund was promised within 3 business days. Still nothing.",2025-07-17,mobile,24
TKT-020528,E-Commerce / Retail,technical,low,neutral,Search returns zero results for existing products,"Hi there,

Searching 'running shoes' returns nothing, yet these products appear on the homepage.

Best,",2025-07-11,mobile,48
TKT-020536,E-Commerce / Retail,delivery,high,negative,Order ORD-2990996 not delivered on time,"Good morning,

I'm really frustrated because order ORD-2990996 was due 2026-02-09. It is now 3 days late. USPS tracking 1Z5930420274 shows no updates.

Looking forward to your response.",2025-04-12,web,48
TKT-020543,E-Commerce / Retail,account,high,neutral,Cannot see invoices or download receipts,"'My Invoices' shows a blank page. I need receipts for 9 orders for expenses.

Looking forward to your response.",2025-12-20,mobile,4
TKT-020545,E-Commerce / Retail,account,medium,neutral,Locked out by two-factor authentication,"Dear support team,

I got a new phone and cannot get past the 2FA screen.",2025-02-22,email,24
TKT-020547,E-Commerce / Retail,billing,medium,neutral,Wrong amount charged on order ORD-6977182,"Good afternoon,

Invoice for order ORD-6977182 shows $181 but the product page listed $158. I was overcharged by $23.

Please help ASAP.",2025-07-05,chat,8
TKT-020552,E-Commerce / Retail,billing,high,negative,Tax charged on tax-exempt account — order ORD-7401894,"Hi there,

My tax exemption certificate is on file but order ORD-7401894 still shows $58 in sales tax. Please reverse.

Looking forward to your response.",2025-07-31,mobile,8
TKT-020554,E-Commerce / Retail,account,low,positive,Locked out by two-factor authentication,"Hello,

I got a new phone and cannot get past the 2FA screen.

Best,",2026-01-28,mobile,168
TKT-020558,E-Commerce / Retail,billing,high,negative,Gift card balance ignored at checkout,"To whom it may concern,

My $790 gift card (GC-804900) was not deducted at checkout. I was charged the full amount. Please fix this as soon as possible.",2025-05-12,web,2
TKT-020564,E-Commerce / Retail,billing,high,negative,Double charge on order ORD-4617421,"Hey,

I was charged twice for order ORD-4617421. Both $576 charges appeared on my credit card on 2026-02-04. Please refund the duplicate. This has been going on for too long.

Please help ASAP.",2025-03-25,chat,8
TKT-020570,E-Commerce / Retail,account,low,neutral,Account shows wrong order count,"My account summary says I have 9 orders but I've actually placed 36.

Looking forward to your response.",2025-10-24,mobile,24
TKT-020572,E-Commerce / Retail,delivery,high,neutral,Order ORD-9809643 stuck in transit 13 days,"Hi,

Order ORD-9809643 has shown 'In Transit' on FedEx for 15 days. Last scan: Atlanta hub.

Looking forward to your response.",2025-08-16,mobile,8
TKT-020574,E-Commerce / Retail,billing,high,negative,Promo code not applied — order ORD-4586154,"Good morning,

I used code FLASH30 at checkout for order ORD-4586154 but the 42% discount was never deducted. I was charged $639. I am very frustrated.

Please help ASAP.",2025-12-12,web,24
TKT-020575,E-Commerce / Retail,account,high,positive,Email change request never confirmed,"Hey,

I requested an email change on 2026-02-09. The confirmation never arrived.

Please help ASAP.",2025-12-11,web,1
TKT-020579,E-Commerce / Retail,billing,high,negative,Wrong amount charged on order ORD-7490068,"Hi,

Invoice for order ORD-7490068 shows $592 but the product page listed $534. I was overcharged by $58.

Thanks,",2025-04-22,chat,12
TKT-020580,E-Commerce / Retail,technical,medium,neutral,Payment page 504 Gateway Timeout,"Hi,

Every time I click 'Proceed to Payment' I get a 504 error after ~30s. Tried Edge and mobile.

Best,",2025-07-23,web,12
TKT-020599,E-Commerce / Retail,billing,high,negative,Double charge on order ORD-5782453,"Hi there,

I was charged twice for order ORD-5782453. Both $21 charges appeared on my credit card on 2026-02-04. Please refund the duplicate.",2025-11-03,email,8
TKT-020601,E-Commerce / Retail,delivery,high,negative,Wrong item in order ORD-6781943,"Good afternoon,

I'm having a serious issue — i ordered a size L black hoodie but received the wrong size in order ORD-6781943.

Please help ASAP.",2025-08-27,mobile,2
TKT-020603,E-Commerce / Retail,delivery,high,negative,Damaged item in order ORD-8860178,"The item in order ORD-8860178 arrived with a soaked outer box. Product inside is unusable. I have photos. Please fix this as soon as possible.

Looking forward to your response.",2026-01-22,chat,48
TKT-020604,E-Commerce / Retail,billing,low,positive,Refund for order ORD-7192139 not received after 19 days,"Dear support team,

I cancelled order ORD-7192139 on 2026-01-29. The $99 refund was promised within 3 business days. Still nothing.

Thank you,",2025-12-01,web,72
TKT-020605,E-Commerce / Retail,delivery,high,positive,Missing items from order ORD-5598333,I received the box for order ORD-5598333 but only 1 of 4 items were inside.,2025-06-27,email,4
TKT-020609,E-Commerce / Retail,account,high,neutral,Cannot update delivery address — reverts on save,"To whom it may concern,

Every time I update my default address it reverts to the old one.

Please help ASAP.",2025-06-16,web,12
TKT-020610,E-Commerce / Retail,delivery,high,negative,Return pickup for ORD-1147293 never scheduled,I requested a return pickup for order ORD-1147293 on 2026-02-05 but no one has contacted me to arrange it. ,2025-08-31,web,12
TKT-020615,E-Commerce / Retail,billing,high,negative,Price mismatch between cart and final checkout,"Product showed $184 in cart but jumped to $228 at final checkout. I expected the advertised price. This has been going on for too long.

Regards,",2025-09-24,mobile,1
TKT-020620,E-Commerce / Retail,account,medium,neutral,Cannot log in despite correct credentials,"Hello,

I reset my password 10 minutes ago but still get 'Invalid credentials' on 4 devices.",2025-04-03,mobile,72
TKT-020622,E-Commerce / Retail,billing,high,negative,Price mismatch between cart and final checkout,"Product showed $432 in cart but jumped to $481 at final checkout. I expected the advertised price.

Please help ASAP.",2026-01-21,mobile,12
TKT-020624,E-Commerce / Retail,delivery,high,positive,Wrong item in order ORD-2681625,"Hi,

I ordered a size M black hoodie but received the wrong colour in order ORD-2681625.

Thanks,",2025-02-21,mobile,8
TKT-020626,E-Commerce / Retail,billing,low,negative,Tax charged on tax-exempt account — order ORD-2470022,My tax exemption certificate is on file but order ORD-2470022 still shows $16 in sales tax. Please reverse.,2025-07-18,web,48
TKT-020627,E-Commerce / Retail,billing,medium,negative,Price mismatch between cart and final checkout,"Good afternoon,

I can't believe that product showed $286 in cart but jumped to $340 at final checkout. I expected the advertised price. Please fix this as soon as possible.

Thank you,",2025-05-27,mobile,72
TKT-020635,E-Commerce / Retail,delivery,high,negative,Order ORD-6183117 stuck in transit 8 days,"Good morning,

I can't believe that order ORD-6183117 has shown 'In Transit' on FedEx for 8 days. Last scan: Atlanta hub.",2025-07-20,web,24
TKT-020642,E-Commerce / Retail,delivery,high,positive,Missing items from order ORD-9223331,"Hi there,

I received the box for order ORD-9223331 but only 1 of 4 items were inside.

Thank you,",2025-04-26,email,24
TKT-020649,E-Commerce / Retail,billing,low,negative,Double charge on order ORD-6364506,I was charged twice for order ORD-6364506. Both $754 charges appeared on my credit card on 2026-02-10. Please refund the duplicate.,2025-12-07,mobile,96
TKT-020650,E-Commerce / Retail,delivery,high,neutral,Damaged item in order ORD-3490596,"Hello,

The item in order ORD-3490596 arrived with a cracked outer box. Product inside is unusable. I have photos.

Please help ASAP.",2025-08-14,mobile,4
TKT-020651,E-Commerce / Retail,account,medium,positive,Locked out by two-factor authentication,I got a new phone and cannot get past the 2FA screen.,2026-01-16,chat,96
TKT-020652,E-Commerce / Retail,account,high,neutral,Account shows wrong order count,"Good afternoon,

My account summary says I have 17 orders but I've actually placed 56.",2026-01-04,chat,2
TKT-020654,E-Commerce / Retail,technical,high,neutral,Entire order history disappeared after app update,"Hey,

After updating to v4.2.0 on 2026-02-08, all 51 past orders are gone.

Thank you,",2025-06-20,email,4
TKT-020655,E-Commerce / Retail,billing,high,neutral,Tax charged on tax-exempt account — order ORD-4943509,"Hi,

My tax exemption certificate is on file but order ORD-4943509 still shows $46 in sales tax. Please reverse.

Regards,",2025-08-17,chat,8
TKT-020657,E-Commerce / Retail,billing,high,negative,Refund for order ORD-6065810 not received after 25 days,"To whom it may concern,

I cancelled order ORD-6065810 on 2026-01-28. The $606 refund was promised within 3 business days. Still nothing.",2025-06-04,mobile,8
TKT-020658,E-Commerce / Retail,account,high,positive,Cannot update delivery address — reverts on save,"Every time I update my default address it reverts to the old one.

Best,",2026-02-02,chat,24
TKT-020659,E-Commerce / Retail,billing,high,negative,Gift card balance ignored at checkout,"Hey,

My $61 gift card (GC-510185) was not deducted at checkout. I was charged the full amount. I need this resolved immediately.

Thank you,",2025-12-10,chat,12
TKT-020660,E-Commerce / Retail,billing,medium,negative,Partial refund for order ORD-7305341 is short,"Hello,

I'm really frustrated because i returned 3 items from order ORD-7305341 worth $641. The refund I got was only $7. I'm owed $634 more.",2025-10-26,web,48
TKT-020663,E-Commerce / Retail,technical,high,negative,Search returns zero results for existing products,"Dear support team,

Searching 'running shoes' returns nothing, yet these products appear on the homepage. 

Thank you,",2025-02-27,chat,12
TKT-020671,E-Commerce / Retail,technical,medium,negative,Website logs me out every few minutes,"Good morning,

This is unacceptable — the site logs me out every 5 minutes even when actively using it. Cookies are enabled. I am very frustrated.",2025-12-10,email,24
TKT-020672,E-Commerce / Retail,delivery,high,negative,Return pickup for ORD-9269511 never scheduled,I requested a return pickup for order ORD-9269511 on 2026-02-07 but no one has contacted me to arrange it.,2025-05-13,web,2
TKT-020679,E-Commerce / Retail,delivery,high,negative,Order ORD-6724961 not delivered on time,"Hi,

Order ORD-6724961 was due 2026-02-11. It is now 8 days late. FedEx tracking 1Z5242232439 shows no updates.",2025-03-12,web,24
TKT-020685,E-Commerce / Retail,account,high,neutral,Cannot see invoices or download receipts,"To whom it may concern,

'My Invoices' shows a blank page. I need receipts for 9 orders for expenses.

Regards,",2025-03-09,web,12
TKT-020691,E-Commerce / Retail,account,medium,neutral,Account suspended without notification,"Hi,

I logged in to find my account suspended. No email, no warning. I have 12 pending orders.

Thanks,",2025-04-24,mobile,12
TKT-020693,E-Commerce / Retail,delivery,medium,negative,Damaged item in order ORD-6336866,"Hi,

The item in order ORD-6336866 arrived with a soaked outer box. Product inside is unusable. I have photos. I am very frustrated.",2025-06-10,mobile,48
TKT-020697,E-Commerce / Retail,delivery,high,negative,Package ORD-7414532 delivered to someone else,"Dear support team,

I'm having a serious issue — delivery photo shows my package left at a different house. My address is clearly on the label. This has been going on for too long.

I expect a quick resolution.",2025-02-25,web,4
TKT-020698,E-Commerce / Retail,billing,high,negative,Refund for order ORD-7813560 not received after 14 days,"I cancelled order ORD-7813560 on 2026-01-21. The $320 refund was promised within 3 business days. Still nothing. 

Thank you,",2026-01-05,web,8
TKT-020700,E-Commerce / Retail,account,high,neutral,Cannot see invoices or download receipts,"Hi there,

'My Invoices' shows a blank page. I need receipts for 9 orders for expenses.

Thanks,",2025-10-28,chat,2
TKT-020702,E-Commerce / Retail,account,high,neutral,Account shows wrong order count,"Good afternoon,

My account summary says I have 8 orders but I've actually placed 33.

I expect a quick resolution.",2026-02-02,web,1
TKT-020706,E-Commerce / Retail,billing,low,negative,Double charge on order ORD-4315396,"I was charged twice for order ORD-4315396. Both $537 charges appeared on my debit card on 2026-02-04. Please refund the duplicate. 

Looking forward to your response.",2025-06-10,web,48
TKT-020707,E-Commerce / Retail,delivery,high,neutral,Paid for express shipping on ORD-6096857 but standard used,"Hey,

I paid $15 for next-day shipping on order ORD-6096857 but it arrived 3 days late.

Thanks,",2025-10-22,email,12
TKT-020713,E-Commerce / Retail,delivery,high,positive,Order ORD-8822851 stuck in transit 8 days,"Dear support team,

Order ORD-8822851 has shown 'In Transit' on USPS for 15 days. Last scan: Atlanta hub.

Please help ASAP.",2025-02-23,chat,8
TKT-020717,E-Commerce / Retail,account,medium,negative,Email change request never confirmed,"Hey,

I can't believe that i requested an email change on 2026-02-08. The confirmation never arrived. This has been going on for too long.",2025-06-30,email,48
TKT-020720,E-Commerce / Retail,billing,high,neutral,Wrong amount charged on order ORD-1493242,"Invoice for order ORD-1493242 shows $274 but the product page listed $206. I was overcharged by $68.

I expect a quick resolution.",2025-09-14,web,2
TKT-020722,E-Commerce / Retail,technical,high,negative,Double charge on order ORD-9120577,"I was charged twice for order ORD-9120577. Both $567 charges appeared on my debit card on 2026-02-11. Please refund the duplicate.

I expect a quick resolution.",2025-04-23,email,4
TKT-020723,E-Commerce / Retail,technical,high,negative,Website logs me out every few minutes,"Hi,

The site logs me out every 3 minutes even when actively using it. Cookies are enabled. I am very frustrated.

I expect a quick resolution.",2025-12-18,mobile,2
TKT-020735,E-Commerce / Retail,billing,high,negative,Gift card balance ignored at checkout,"Hello,

My $370 gift card (GC-986438) was not deducted at checkout. I was charged the full amount.

Please help ASAP.",2025-06-05,web,48
TKT-020737,E-Commerce / Retail,billing,high,negative,Refund for order ORD-4526280 not received after 28 days,"I'm having a serious issue — i cancelled order ORD-4526280 on 2026-02-04. The $450 refund was promised within 7 business days. Still nothing. 

Thank you,",2025-10-03,web,8
TKT-020740,E-Commerce / Retail,technical,medium,neutral,Checkout form validation loop — address rejected,"Checkout keeps saying my address is invalid. I've tried 13 times.

Best,",2025-07-25,chat,12
TKT-020741,E-Commerce / Retail,billing,high,negative,Promo code not applied — order ORD-2978495,"Hey,

I used code SAVE15 at checkout for order ORD-2978495 but the 34% discount was never deducted. I was charged $520. This has been going on for too long.

Please help ASAP.",2025-10-25,chat,8
TKT-020742,E-Commerce / Retail,account,medium,neutral,Account shows wrong order count,My account summary says I have 7 orders but I've actually placed 78.,2025-10-05,mobile,48
TKT-020744,E-Commerce / Retail,technical,medium,negative,Product images broken on all pages,All images show broken icons on Safari v112 on Android 14. Cleared cache.,2025-11-24,web,24
TKT-020746,E-Commerce / Retail,technical,medium,neutral,Product images broken on all pages,"All images show broken icons on Edge v110 on Windows 11. Cleared cache.

Thank you,",2025-10-01,web,24
TKT-020747,E-Commerce / Retail,account,high,positive,Price mismatch between cart and final checkout,"Hello,

Product showed $26 in cart but jumped to $35 at final checkout. I expected the advertised price. I am very frustrated.",2025-09-30,chat,8
TKT-020748,E-Commerce / Retail,account,low,positive,Email change request never confirmed,"Hi there,

I requested an email change on 2026-02-03. The confirmation never arrived.

Thanks,",2025-08-18,mobile,120
TKT-020751,E-Commerce / Retail,delivery,medium,negative,Missing items from order ORD-9233287,"Dear support team,

I can't believe that i received the box for order ORD-9233287 but only 1 of 5 items were inside.

Regards,",2025-10-08,web,24
TKT-020752,E-Commerce / Retail,account,medium,neutral,Account shows wrong order count,"Hi,

My account summary says I have 12 orders but I've actually placed 34.

I expect a quick resolution.",2025-05-05,web,72
TKT-020755,E-Commerce / Retail,account,medium,negative,Saved payment card disappears after a day,"Hello,

I can't believe that i've added my Visa card 5 times. It vanishes within a day. This has been going on for too long.

I expect a quick resolution.",2025-05-03,chat,24
TKT-020758,E-Commerce / Retail,billing,high,negative,Subscription charge I never authorised,"I can't believe that a $27/month charge appeared on my statement. I never signed up for any subscription. Please cancel and refund all 6 months. This has been going on for too long.

Thanks,",2025-07-08,email,4
TKT-020759,E-Commerce / Retail,technical,low,neutral,Product images broken on all pages,"Hi,

All images show broken icons on Chrome v122 on macOS Sonoma. Cleared cache.",2025-03-22,mobile,24
TKT-020766,E-Commerce / Retail,account,medium,negative,Password reset email not arriving,"Clicked 'Forgot Password' 7 times. No reset email arrives. Checked spam. 

Best,",2025-06-08,email,48
TKT-020775,E-Commerce / Retail,delivery,low,negative,Paid for express shipping on ORD-2127368 but standard used,"To whom it may concern,

I'm really frustrated because i paid $12 for next-day shipping on order ORD-2127368 but it arrived 3 days late.",2025-05-17,web,72
TKT-020777,E-Commerce / Retail,billing,high,neutral,Double charge on order ORD-3520403,"Hi there,

I was charged twice for order ORD-3520403. Both $545 charges appeared on my bank account on 2026-02-06. Please refund the duplicate.

Please help ASAP.",2025-10-31,chat,24
TKT-020781,E-Commerce / Retail,account,low,neutral,Cannot log in despite correct credentials,"I reset my password 10 minutes ago but still get 'Invalid credentials' on 5 devices.

I expect a quick resolution.",2025-03-30,web,168
TKT-020783,E-Commerce / Retail,billing,high,negative,Double charge on order ORD-3738798,"Good morning,

I can't believe that i was charged twice for order ORD-3738798. Both $219 charges appeared on my credit card on 2026-02-07. Please refund the duplicate.

Looking forward to your response.",2025-04-12,mobile,48
TKT-020784,E-Commerce / Retail,technical,medium,positive,Entire order history disappeared after app update,"Good morning,

After updating to v4.3.1 on 2026-02-10, all 35 past orders are gone.",2025-10-27,web,96
TKT-020797,E-Commerce / Retail,technical,high,neutral,Checkout form validation loop — address rejected,"Hey,

Checkout keeps saying my address is invalid. I've tried 17 times.",2025-08-26,mobile,4
TKT-020798,E-Commerce / Retail,technical,medium,neutral,Product images broken on all pages,"Dear support team,

All images show broken icons on Edge v110 on Android 14. Cleared cache.",2025-08-18,web,8
TKT-020799,E-Commerce / Retail,delivery,low,negative,Wrong item in order ORD-7568709,"To whom it may concern,

I ordered a size L black hoodie but received the wrong colour in order ORD-7568709.",2025-02-17,chat,168
TKT-020806,E-Commerce / Retail,delivery,high,negative,Damaged item in order ORD-1309432,"Good afternoon,

I'm really frustrated because the item in order ORD-1309432 arrived with a cracked outer box. Product inside is unusable. I have photos. ",2025-12-30,chat,4
TKT-020809,E-Commerce / Retail,billing,medium,negative,Double charge on order ORD-7512547,"Good morning,

I was charged twice for order ORD-7512547. Both $558 charges appeared on my debit card on 2026-02-05. Please refund the duplicate. I need this resolved immediately.",2025-02-19,chat,24
TKT-020812,E-Commerce / Retail,technical,medium,positive,Checkout form validation loop — address rejected,Checkout keeps saying my address is invalid. I've tried 16 times.,2025-04-17,web,72
TKT-020813,E-Commerce / Retail,account,medium,neutral,Email change request never confirmed,"Hi there,

I requested an email change on 2026-02-04. The confirmation never arrived.

Thanks,",2025-03-09,mobile,8
TKT-020815,E-Commerce / Retail,technical,medium,neutral,Search returns zero results for existing products,"Searching 'running shoes' returns nothing, yet these products appear on the homepage.

Looking forward to your response.",2025-08-17,email,12
TKT-020816,E-Commerce / Retail,technical,medium,neutral,Payment page 504 Gateway Timeout,"Dear support team,

Every time I click 'Proceed to Payment' I get a 504 error after ~30s. Tried Edge and mobile.

Regards,",2025-12-16,web,12
TKT-020817,E-Commerce / Retail,technical,medium,negative,Cannot add items to cart — page keeps reloading,"Hey,

Every 'Add to Cart' click reloads the page and leaves the cart empty. Tried Edge on iOS 17. ",2025-04-08,chat,24
TKT-020825,E-Commerce / Retail,account,medium,neutral,Cannot update delivery address — reverts on save,"Hi,

Every time I update my default address it reverts to the old one.",2025-02-18,chat,12
TKT-020836,E-Commerce / Retail,delivery,high,negative,Paid for express shipping on ORD-1207441 but standard used,"Hi,

I paid $18 for next-day shipping on order ORD-1207441 but it arrived 4 days late. This has been going on for too long.

Thanks,",2025-02-12,mobile,8
TKT-020843,E-Commerce / Retail,account,low,negative,Cannot log in despite correct credentials,"Dear support team,

I reset my password 10 minutes ago but still get 'Invalid credentials' on 4 devices. ",2025-04-20,email,96
TKT-020845,E-Commerce / Retail,technical,medium,negative,Checkout form validation loop — address rejected,"Checkout keeps saying my address is invalid. I've tried 12 times. 

Please help ASAP.",2025-12-12,email,96
TKT-020847,E-Commerce / Retail,billing,high,neutral,Price mismatch between cart and final checkout,"Product showed $287 in cart but jumped to $325 at final checkout. I expected the advertised price.

Best,",2025-11-09,email,12
TKT-020848,E-Commerce / Retail,technical,medium,negative,Search returns zero results for existing products,"Hey,

Searching 'wireless headphones' returns nothing, yet these products appear on the homepage. Please fix this as soon as possible.

Regards,",2026-01-09,chat,8
TKT-020849,E-Commerce / Retail,account,medium,neutral,Email change request never confirmed,"Hi there,

I requested an email change on 2026-02-10. The confirmation never arrived.

I expect a quick resolution.",2026-02-03,email,24
TKT-020850,E-Commerce / Retail,technical,medium,positive,Payment page 504 Gateway Timeout,"Good afternoon,

Every time I click 'Proceed to Payment' I get a 504 error after ~30s. Tried Safari and mobile.

Best,",2026-01-26,email,12
TKT-020852,E-Commerce / Retail,account,medium,neutral,Cannot update delivery address — reverts on save,"Good afternoon,

Every time I update my default address it reverts to the old one.",2025-09-23,web,24
TKT-020854,E-Commerce / Retail,account,medium,neutral,Cannot update delivery address — reverts on save,"Good morning,

Every time I update my default address it reverts to the old one.",2025-03-17,mobile,48
TKT-020857,E-Commerce / Retail,account,medium,neutral,Email change request never confirmed,"Good afternoon,

I requested an email change on 2026-02-03. The confirmation never arrived.

Best,",2025-09-20,web,24
TKT-020862,E-Commerce / Retail,technical,low,neutral,App crashes at payment on Windows 11,"The app crashes every time I reach the payment screen. Reinstalled twice. Version 4.2.0.

Please help ASAP.",2026-02-03,mobile,24
TKT-020864,E-Commerce / Retail,billing,medium,negative,Subscription charge I never authorised,"To whom it may concern,

I can't believe that a $28/month charge appeared on my statement. I never signed up for any subscription. Please cancel and refund all 4 months. This has been going on for too long.

Looking forward to your response.",2025-09-13,web,8
TKT-020865,E-Commerce / Retail,account,medium,neutral,Account suspended without notification,"Hi there,

I logged in to find my account suspended. No email, no warning. I have 9 pending orders.",2025-12-03,email,8
TKT-020874,E-Commerce / Retail,account,low,neutral,Cannot update delivery address — reverts on save,"Hello,

Every time I update my default address it reverts to the old one.

Regards,",2025-08-12,web,96
TKT-020876,E-Commerce / Retail,account,high,neutral,Loyalty points dropped to zero after app update,I had 4440 points. After the app updated on 2026-02-08 they all vanished.,2026-01-05,web,2
TKT-020884,E-Commerce / Retail,technical,high,neutral,Entire order history disappeared after app update,"After updating to v4.3.1 on 2026-02-08, all 75 past orders are gone.",2025-09-18,web,4
TKT-020885,E-Commerce / Retail,billing,low,neutral,Partial refund for order ORD-6238506 is short,"Good morning,

I returned 3 items from order ORD-6238506 worth $418. The refund I got was only $12. I'm owed $406 more.

Best,",2025-11-09,chat,120
TKT-020886,E-Commerce / Retail,billing,high,negative,Tax charged on tax-exempt account — order ORD-9614423,"Hello,

My tax exemption certificate is on file but order ORD-9614423 still shows $43 in sales tax. Please reverse. This is very urgent.

Regards,",2025-08-19,chat,1
TKT-020887,E-Commerce / Retail,account,medium,neutral,Cannot update delivery address — reverts on save,"Dear support team,

Every time I update my default address it reverts to the old one.",2025-12-07,email,24
TKT-020888,E-Commerce / Retail,billing,low,negative,Promo code not applied — order ORD-2476481,"Good afternoon,

I used code FLASH30 at checkout for order ORD-2476481 but the 36% discount was never deducted. I was charged $458.

Looking forward to your response.",2025-06-28,mobile,48
TKT-020893,E-Commerce / Retail,account,medium,positive,Email change request never confirmed,"Hi,

I requested an email change on 2026-02-07. The confirmation never arrived.

Best,",2026-02-02,mobile,12
TKT-020897,E-Commerce / Retail,delivery,high,negative,Paid for express shipping on ORD-4931061 but standard used,"Hello,

I'm having a serious issue — i paid $15 for next-day shipping on order ORD-4931061 but it arrived 7 days late. I am very frustrated.",2026-01-16,mobile,4
TKT-020898,E-Commerce / Retail,account,medium,negative,Email change request never confirmed,"I requested an email change on 2026-02-02. The confirmation never arrived.

Regards,",2025-09-17,web,24
TKT-020902,E-Commerce / Retail,account,high,neutral,Cannot log in despite correct credentials,I reset my password 10 minutes ago but still get 'Invalid credentials' on 4 devices.,2025-04-16,web,4
TKT-020904,E-Commerce / Retail,technical,low,negative,Search returns zero results for existing products,"I'm really frustrated because searching 'running shoes' returns nothing, yet these products appear on the homepage.

Regards,",2025-06-19,mobile,96
TKT-020910,E-Commerce / Retail,billing,high,neutral,Price mismatch between cart and final checkout,Product showed $502 in cart but jumped to $527 at final checkout. I expected the advertised price.,2025-05-18,mobile,4
TKT-020912,E-Commerce / Retail,account,medium,positive,Saved payment card disappears after a day,"Hey,

I've added my Visa card 4 times. It vanishes within a day.",2025-05-29,chat,48
TKT-020915,E-Commerce / Retail,technical,medium,neutral,Search returns zero results for existing products,"Searching 'running shoes' returns nothing, yet these products appear on the homepage.",2025-09-22,email,24
TKT-020916,E-Commerce / Retail,billing,high,positive,Cancelled order ORD-5748109 but still charged,I cancelled order ORD-5748109 within 19 minutes of placing it but was still charged $78.,2025-07-08,web,8
TKT-020924,E-Commerce / Retail,account,medium,neutral,Email change request never confirmed,"Good morning,

I requested an email change on 2026-02-03. The confirmation never arrived.

Best,",2025-11-14,email,24
TKT-020925,E-Commerce / Retail,billing,high,negative,Tax charged on tax-exempt account — order ORD-3578511,"Hello,

My tax exemption certificate is on file but order ORD-3578511 still shows $77 in sales tax. Please reverse.

Looking forward to your response.",2025-10-16,email,12
TKT-020928,E-Commerce / Retail,delivery,medium,negative,Package ORD-8084846 delivered to someone else,"This is unacceptable — delivery photo shows my package left at a different house. My address is clearly on the label.

Looking forward to your response.",2025-08-23,email,12
TKT-020929,E-Commerce / Retail,account,medium,negative,Cannot log in despite correct credentials,"Hi there,

I reset my password 10 minutes ago but still get 'Invalid credentials' on 4 devices.

Looking forward to your response.",2025-08-12,web,8
TKT-020931,E-Commerce / Retail,delivery,medium,negative,Order ORD-2055500 not delivered on time,"Order ORD-2055500 was due 2026-02-10. It is now 7 days late. FedEx tracking 1Z6842704263 shows no updates.

Best,",2025-05-12,mobile,96
TKT-020935,E-Commerce / Retail,technical,high,negative,Checkout form validation loop — address rejected,"To whom it may concern,

I'm really frustrated because checkout keeps saying my address is invalid. I've tried 8 times.

Regards,",2025-04-21,web,48
TKT-020944,E-Commerce / Retail,billing,high,negative,Refund for order ORD-6646529 not received after 28 days,"I cancelled order ORD-6646529 on 2026-02-04. The $600 refund was promised within 7 business days. Still nothing.

I expect a quick resolution.",2025-12-17,web,24
TKT-020945,E-Commerce / Retail,technical,medium,positive,Discount vanishes between cart and checkout,"Good afternoon,

A 27% discount shows correctly in my cart but disappears at checkout.",2026-02-08,web,72
TKT-020950,E-Commerce / Retail,technical,medium,neutral,Wishlist items disappear after logout,"Good morning,

I save items to my wishlist but every time I log out and back in the wishlist is empty.

Please help ASAP.",2025-08-29,mobile,8
TKT-020952,E-Commerce / Retail,technical,high,neutral,Cannot add items to cart — page keeps reloading,"Hey,

Every 'Add to Cart' click reloads the page and leaves the cart empty. Tried Firefox on macOS Sonoma.

Thanks,",2025-09-22,mobile,24
